"A_Ctrl10.8m.nodup.q30"	"A_Ctrl11.8m.nodup.q30"	"A_Ctrl12.8m.nodup.q30"	"A_Ctrl1.8m.nodup.q30"	"A_Ctrl13.8m.nodup.q30"	"A_Ctrl14.8m.nodup.q30"	"A_Ctrl15.8m.nodup.q30"	"A_Ctrl16.8m.nodup.q30"	"A_Ctrl17.8m.nodup.q30"	"A_Ctrl18.8m.nodup.q30"	"A_Ctrl2.8m.nodup.q30"	"A_Ctrl3.8m.nodup.q30"	"A_Ctrl4.8m.nodup.q30"	"A_Ctrl5.8m.nodup.q30"	"A_Ctrl6.8m.nodup.q30"	"A_Ctrl7.8m.nodup.q30"	"A_Ctrl8.8m.nodup.q30"	"A_Ctrl9.8m.nodup.q30"	"A_Apc10.8m.nodup.q30"	"A_Apc11.8m.nodup.q30"	"A_Apc12.8m.nodup.q30"	"A_Apc1.8m.nodup.q30"	"A_Apc13.8m.nodup.q30"	"A_Apc2.8m.nodup.q30"	"A_Apc3.8m.nodup.q30"	"A_Apc4.8m.nodup.q30"	"A_Apc5.8m.nodup.q30"	"A_Apc6.8m.nodup.q30"	"A_Apc7.8m.nodup.q30"	"A_Apc8.8m.nodup.q30"	"A_Apc9.8m.nodup.q30"	"one_wayAnova.pvalue"	"one_wayAnova.p_adj"	"avg_lg2FC"	"med_lg2FC"	"Significant.pvalue.avg_lg2FC"	"Significant.padj.avg_lg2FC"	"Significant.pvalue.med_lg2FC"	"Significant.padj.med_lg2FC"
"1:175530001-175540000"	550.45142773429	145.908648540597	283.259776396449	2.0362664484513	294.180716755569	138.583028893552	705.504777078599	261.987783779658	5.41026050494502	48.4255404048181	4.40798064896495	234.858285526078	1158.38170823508	398.33355983673	523.400470858561	163.924921903636	5.9437439494544	315.518098880238	2243.22226415901	2005.4999962607	1487.15265729893	149.476225732664	486.952942041894	407.940071245912	20.165942661311	0	1228.15908303788	939.683679729467	1100.93634133448	153.726311212579	2038.57231646401	0.00383301330741888	0.00383301330742003	1.6958382810897	1.9193762409505	"upsig"	"upsig"	"upsig"	"upsig"
"1:176310001-176320000"	35.2576731489937	67.3958995639902	10.0142345190664	14.9326206219762	25.4643900608465	21.5274607989984	17.3841012832509	40.8671751856848	1.80342016831501	20.7538030306363	158.687303362738	39.3774370941927	22.4016425173347	63.1937376568074	0	60.2665154057485	32.6905917219992	24.9280665029534	71.885229788863	64.4943549943571	247.046885044979	254.035950136793	62.8549187600175	202.183958253228	67.6999503629726	0	106.860971575501	117.460459966183	0	327.123761774634	4.35902847426375	0.00556160493095366	0.00556160493096924	1.68539856339195	1.51248758406246	"upsig"	"upsig"	"upsig"	"upsig"
"1:176500001-176510000"	9.35407654973304	0	15.0213517785996	5.43004386253681	1.34023105583403	24.2183933988732	7.96771308815666	20.4335875928424	0	23.5209767680545	29.3865376597663	26.0172352229487	27.4600779244748	61.0636116683757	26.6746796443068	84.3731215680479	0	64.1007424361658	15.4519652817182	118.697057595998	0	5.89068869882418	4.14428035780335	45.0091497171496	74.1818605041082	110.676192152338	76.4352782796987	156.364561356257	189.470139577772	172.668889845408	187.438224393341	0.00119414223182027	0.00119414223178627	1.90900903422826	1.79822567337996	"upsig"	"upsig"	"upsig"	"upsig"
"1:176920001-176930000"	2.87817739991786	16.6752741189254	17.1672591755424	0	16.0827726700083	6.72733149968701	13.0380759624382	47.4351140548127	1.80342016831501	1.38358686870909	0	9.14119075400901	7.22633629591442	13.4907979267342	0	12.0533030811497	1.4859359873636	24.9280665029534	81.9625984508532	1.37222031902887	24.3567351452796	1.47267217470605	40.0613767920991	12.8597570620428	34.5701874193902	33.9497521939688	53.4304857877505	44.8893477577771	213.871596947636	73.5846323813765	15.9831044056338	0.00824652479724777	0.00824652479727661	2.19277182155211	2.07869206186264	"upsig"	"upsig"	"upsig"	"upsig"
"1:177660001-177670000"	2.87817739991786	6.94803088288559	7.15302465647599	6.78755482817101	10.7218484466722	25.5638596988106	61.5686920448469	32.8396943456395	5.41026050494502	0	16.1625957128715	25.3140667034096	15.8979398510117	78.8146615719733	0	67.4984972544384	7.429679936818	23.5036055599275	35.6067026056985	82.3332191417324	39.6666829508839	41.9711569791223	8.2885607156067	133.598587255666	41.0520975605259	0	169.938628408262	70.3266448205174	17.2245581434338	212.011168544362	111.155226093726	0.00394732754105992	0.00394732754106208	1.75728384674835	1.65689913537423	"upsig"	"upsig"	"upsig"	"upsig"
"1:182320001-182330000"	50.3681044985625	25.0129111783881	30.0427035571992	72.6268366614298	13.4023105583403	7.40006464965571	24.6274768179388	30.6503813892636	2.70513025247251	95.4674939409272	2.93865376597663	55.5503130435932	11.5621380734631	24.8514698650366	25.2328050689389	80.757130643703	4.4578079620908	27.7769883890052	7.3900703521261	125.558159191142	6.95906718436559	92.7783470064809	216.193291998742	76.4441114243653	188.695606330838	1.35799008775875	89.0508096462509	25.4372970627403	204.541627953276	72.1275109480819	52.308341691165	0.00625060880360229	0.00625060880362305	1.45459909123601	1.60540477043482	"upsig"	"upsig"	"upsig"	"upsig"
"1:183740001-183750000"	20.147241799425	47.9414130919106	5.00711725953319	1.3575109656342	44.2276248425229	32.9639243484664	2.89735021387515	65.6793886912791	69.4316764801278	40.1240191925636	22.0399032448248	7.7348537149307	2.89053451836577	98.6958374640026	1.44187457536794	60.2665154057485	86.9272552607706	78.3453518664249	4.03094746479606	99.4859731295934	221.994243181262	26.5080991447088	15.195694645279	67.1565091017788	33.8499751814863	126.972073205443	153.612646639783	292.528916221514	67.462852728449	274.667390176029	85.7275599938538	0.00465845710249818	0.00465845710250645	1.56377828551575	1.23012564015984	"upsig"	"upsig"	"upsig"	"upsig"
"1:184020001-184030000"	18.7081530994661	8.33763705946271	7.86832712212359	47.5128837971971	6.70115527917013	6.72733149968701	4.34602532081272	129.169464426182	9.01710084157504	0	54.3650946705677	29.5330778206445	4.33580177754865	39.7623517840586	49.7446728501938	14.4639636973796	0	22.7913750884145	45.0122466902226	32.933287656693	2.78362687374624	162.730275305018	30.3913892905579	92.1615922779731	73.4616482662043	0	25.2310627331044	136.91251066122	297.841317896876	56.8277358984888	291.328403029961	0.00852535771902227	0.00852535771905283	1.92985149005164	2.27509742137846	"upsig"	"upsig"	"upsig"	"upsig"
"1:187030001-187040000"	11.5127095996714	23.623305001811	0	69.2330592473443	6.70115527917013	14.1273961493427	14.4867510693757	39.4076332147674	5.41026050494502	7.60972777789999	3.67331720747079	2.81267407815662	5.78106903673154	17.0410079074537	4.32562372610381	45.8025517083689	14.859359873636	9.97122660118135	2.68729830986404	81.647108982218	8.35088062123871	30.1897795814739	56.6384982233125	77.8729733201478	126.757353871098	90.306340835957	75.6931881993132	42.6448803698882	2.8707596905723	79.4131181145548	0	0.0026352659934714	0.00263526599346087	1.65708465820701	2.39852467033809	"upsig"	"upsig"	"upsig"	"upsig"
"1:187550001-187560000"	94.9798541972893	43.0777914738907	32.188610954142	68.5543037645272	39.5368161471038	108.98277029493	105.028945252974	32.8396943456395	18.9359117673076	2.76717373741818	18.366586037354	85.7865593837769	63.5917594040469	62.4836956606635	8.65124745220763	162.719591595521	5.9437439494544	36.3237540471606	292.91551577518	122.12760839357	37.5789627955742	47.8618456779465	279.738924151726	40.0081330819108	152.68499443564	58.3935737736263	101.666341012803	87.5342281276653	1.43537984528615	217.111093560893	191.070748121894	0.00935227454864351	0.00935227454867893	1.18786416305329	1.29937331925777	"upsig"	"upsig"	"upsig"	"upsig"
"1:190480001-190490000"	53.9658262484598	22.2336988252339	6.43772219082839	107.243366285102	24.7942745329295	84.0916437460876	31.1465147991579	83.1938923422868	17.1324915989926	1.38358686870909	5.87730753195327	149.071726142301	65.7596602928213	148.398777194076	116.070903317119	44.5972214002539	61.6663434755894	301.985719921492	110.179230704426	53.5165924421261	112.040981668286	340.187272357097	505.602203652009	341.497993092024	27.3680650403506	43.45568280828	14.0997115273231	143.645912824887	326.548914802599	169.026086262172	640.050680971061	0.00814506134517002	0.00814506134519832	1.56282155448783	1.31297412217053	"upsig"	"upsig"	"upsig"	"upsig"
"2:5400001-5410000"	10.0736208997125	30.5713358846966	0	0	17.4230037258423	2.6909325998748	5.7947004277503	15.3251906946318	7.21368067326003	1.38358686870909	4.40798064896495	67.5041778757588	6.50370266632298	17.7510499035976	45.41904912409	24.1066061622994	0	20.6546836738757	0	35.6777282947507	11.1345074949849	19.8810743585316	4.14428035780335	41.4369949776933	137.560537439657	37.3447274133657	93.5033501285634	240.90616630007	147.844124064473	1.45712143329458	92.2661027052494	0.00755824487032064	0.00755824487035073	2.11014241446261	2.11119187580368	"upsig"	"upsig"	"upsig"	"upsig"
"2:10180001-10190000"	4.31726609987679	17.370077207214	2.1459073969428	0	17.4230037258423	2.6909325998748	7.24337553468787	0	3.60684033663002	0	42.6104796066612	0	0	1.42008399228781	24.5118677812549	16.8746243136096	0	18.5179922593368	28.8884568310384	2.74444063805775	0	82.4696417835385	4.14428035780335	65.013216258105	5.76169790323171	0	107.603061655886	106.238123026739	5.74151938114459	26.2281857993025	169.275605750576	0.00813417159461603	0.00813417159464436	2.39769522374296	3.05820437222403	"upsig"	"upsig"	"upsig"	"upsig"
"2:43690001-43700000"	2.87817739991786	2.77921235315424	0	0	12.0620795025062	1.3454662999374	0	0	1.80342016831501	0	5.87730753195327	0.703168519539155	0	0	0	0	0	12.8201484872332	80.6189492959211	80.9609988227036	13.9181343687312	0	0	21.4329284367379	0	0	7.42090080385424	40.4004129819994	0	16.7568964828877	35.5987325398206	0.00567848920377682	0.00567848920379321	3.35273166640404	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"2:53690001-53700000"	1.43908869995893	0	52.2170799922747	26.471463829867	11.3919639745892	56.5095845973709	8.69205064162545	10.2167937964212	0	1.38358686870909	5.87730753195327	7.03168519539155	33.2411469612064	4.97029397300733	0	4.82132123245988	2.2289039810454	24.9280665029534	0	2.74444063805775	0	53.0161982894176	0	60.7266305707575	93.6275909275152	0	146.191745835928	12.7186485313702	102.62965893796	164.654721962288	79.1890172824582	0.00869535200839546	0.00869535200842719	1.97833297787925	3.03805678712079	"upsig"	"upsig"	"upsig"	"upsig"
"2:54570001-54580000"	2.87817739991786	0	0	0	2.68046211166805	6.05459834971831	13.0380759624382	9.48702281096253	0	0	0	3.51584259769577	4.33580177754865	0	0	9.64264246491977	0	0	0	0	16.7017612424774	2.94534434941209	15.195694645279	32.1493926551069	1.44042447580793	38.7027175011244	40.8149544211983	51.6227499214436	1.43537984528615	11.6569714663567	4.35902847426375	0.00372608021188068	0.00372608021188237	2.54098785422517	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"2:58380001-58390000"	1.43908869995893	0	1.4306049312952	0	14.7425416141743	6.72733149968701	0	0	0	0	0	0	8.67160355509731	2.84016798457562	0	4.82132123245988	0	2.84892188605181	0	0	16.7017612424774	11.7813773976484	0	10.0020332704777	0	0	31.9098734565732	46.385659349703	0	38.6137179823065	26.1541708455825	0.00804242637564049	0.00804242637566821	2.53003815241416	Inf	"upsig"	"upsig"	"upsig"	"upsig"
