"A_Ctrl10.8m.nodup.q30"	"A_Ctrl11.8m.nodup.q30"	"A_Ctrl12.8m.nodup.q30"	"A_Ctrl1.8m.nodup.q30"	"A_Ctrl13.8m.nodup.q30"	"A_Ctrl14.8m.nodup.q30"	"A_Ctrl15.8m.nodup.q30"	"A_Ctrl16.8m.nodup.q30"	"A_Ctrl17.8m.nodup.q30"	"A_Ctrl18.8m.nodup.q30"	"A_Ctrl2.8m.nodup.q30"	"A_Ctrl3.8m.nodup.q30"	"A_Ctrl4.8m.nodup.q30"	"A_Ctrl5.8m.nodup.q30"	"A_Ctrl6.8m.nodup.q30"	"A_Ctrl7.8m.nodup.q30"	"A_Ctrl8.8m.nodup.q30"	"A_Ctrl9.8m.nodup.q30"	"A_Apc10.8m.nodup.q30"	"A_Apc11.8m.nodup.q30"	"A_Apc12.8m.nodup.q30"	"A_Apc1.8m.nodup.q30"	"A_Apc13.8m.nodup.q30"	"A_Apc2.8m.nodup.q30"	"A_Apc3.8m.nodup.q30"	"A_Apc4.8m.nodup.q30"	"A_Apc5.8m.nodup.q30"	"A_Apc6.8m.nodup.q30"	"A_Apc7.8m.nodup.q30"	"A_Apc8.8m.nodup.q30"	"A_Apc9.8m.nodup.q30"	"one_wayAnova.pvalue"	"one_wayAnova.p_adj"	"avg_lg2FC"	"med_lg2FC"	"Significant.pvalue.avg_lg2FC"	"Significant.padj.avg_lg2FC"	"Significant.pvalue.med_lg2FC"	"Significant.padj.med_lg2FC"
"7:5360001-5370000"	12.2322539496509	0	5.72241972518079	0	28.8149677004316	0	0	16.0549616800904	20.7393319356226	4.15076060612727	5.87730753195327	0	0	11.3606719383025	0	40.981230475909	31.2046557346356	1.42446094302591	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00919431892207407	0.00919431892210865	-Inf	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"10:29010001-29020000"	0	2.77921235315424	2.8612098625904	0	9.38161739083818	3.36366574984351	0	7.29770985458656	1.80342016831501	2.76717373741818	1.46932688298832	0	8.67160355509731	4.26025197686342	15.1396830413633	16.8746243136096	5.9437439494544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316205853777069	0.00316205853776641	-Inf	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"13:3860001-3870000"	4.31726609987679	0	15.0213517785996	0	29.4850832283486	20.8547276490297	28.2491645852827	81.0045793859109	101.893239509798	108.611569193664	24.2438935693072	2.10950555861746	0	5.68033596915123	6.48843558915572	37.3652395515641	0	28.4892188605181	0	0	0	0	0	0	0	0	0.742090080385424	0	0	0	0	0.00826504404231522	0.00826504404234429	-8.90867127958563	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"13:31620001-31630000"	1.43908869995893	6.25322779459703	8.58362958777119	25.7927083470498	26.1345055887635	0	0	40.8671751856848	8.11539075741753	0	0	2.81267407815662	24.569543406109	1.42008399228781	0	12.0533030811497	0	14.956839901772	0	0	0	0	0	2.85772379156506	0	0	0	0	0	0	0	0.00981115192865172	0.00981115192868987	-5.4502612049497	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"11:6480001-6490000"	1.43908869995893	34.7401544144279	8.58362958777119	65.1605263504417	29.4850832283486	86.1098431959937	87.6448439697233	72.247327560407	5.41026050494502	1.38358686870909	2.93865376597663	0	0	4.26025197686342	0	0	41.6062076461808	55.5539767780104	0	0	0	2.94534434941209	0	0	0	0	0	5.98524636770361	0	0	0	0.0058915694651183	0.00589156946513647	-5.32759333005202	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"8:14120001-14130000"	8.63453219975357	6.94803088288559	1.4306049312952	97.7407895256626	35.5161229796017	1.3454662999374	82.5744810954418	5.83816788366925	0	122.447437880754	0	30.9394148597228	0	97.9857954678587	1.44187457536794	28.9279273947593	2.9718719747272	68.3741252652435	0	0	0	8.83603304823627	0	0	0	0	1.48418016077085	0	0	0	1.45300949142125	0.00978717232334655	0.00978717232338477	-5.18524938151781	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"11:77250001-77260000"	0	15.2856679423483	4.2918147938856	0	12.7321950304232	9.41826409956182	0	13.1358777382558	10.82052100989	1.38358686870909	23.5092301278131	0	0	14.910881919022	1.44187457536794	26.5172667785294	0	4.27338282907772	0	1.37222031902887	0	0	0	0	0	0	0	0	0	1.45712143329458	0	0.00406761444414549	0.00406761444414883	-5.1356484492721	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"12:17060001-17070000"	5.75635479983571	5493.11321600935	11.4448394503616	35.2952851064893	2833.24845203313	4701.05925198128	596.129806504812	3539.38927947448	3.60684033663002	1.38358686870909	3690.21446662516	1025.92287000763	1718.42277116845	200.231842912581	1.44187457536794	66.2931669463234	3402.79341106264	321.928173123855	3.35912288733005	0	2.78362687374624	312.206501037682	13.1235544663773	19.2896355930641	44.6531587500457	1.35799008775875	43.0412246623546	65.0895542487768	66.0274728831628	7.28560716647292	26.1541708455825	0.00813488681297977	0.008134886813008	-5.04609318071193	-4.5726874750898	"downsig"	"downsig"	"downsig"	"downsig"
"11:33950001-33960000"	11.5127095996714	75.7335366234529	0	0	28.1448521725145	22.2001939489671	34.7682025665018	91.221373182332	0	8.30152121225454	0	7.7348537149307	0	1.42008399228781	25.9537423566229	62.6771760219785	74.29679936818	5.69784377210363	0	1.37222031902887	0	0	0	4.28658568734758	0	0	6.67881072346881	0	0	0	0	0.00836989575960367	0.00836989575963321	-4.71822289783863	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"17:52570001-52580000"	10.0736208997125	1.38960617657712	5.72241972518079	1.3575109656342	28.1448521725145	1.3454662999374	17.3841012832509	2.91908394183463	1.80342016831501	0	10.2852881809182	0	15.8979398510117	31.2418478303318	21.6281186305191	4.82132123245988	2.9718719747272	0	0	0	1.39181343687312	2.20900826205907	0	0	0	0	0	0	0	0.728560716647292	0	0.0055671301337089	0.00556713013372456	-4.71084988519124	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"11:30130001-30140000"	33.0990400990554	35.4349575027165	10.0142345190664	0	1.34023105583403	24.2183933988732	50.7036287428151	5.10839689821059	0	22.8291833337	0	4.21901111723493	0.722633629591443	4.26025197686342	0	48.2132123245988	13.3734238862724	8.54676565815544	2.68729830986404	0	0	0	0	4.28658568734758	0	1.35799008775875	0	0	0	0	0	0.00672068905665908	0.00672068905668322	-4.50575565045596	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"4:43160001-43170000"	11.5127095996714	0	0	0	4.02069316750208	2.6909325998748	7.96771308815666	10.2167937964212	7.21368067326003	0	0	0	8.67160355509731	15.6209239151659	14.4187457536794	16.8746243136096	11.8874878989088	1.42446094302591	0	0	0	0	0	0	0	0	1.48418016077085	2.24446738788885	0	0	0	0.00150437293262821	0.00150437293260008	-4.44590466688466	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"3:49610001-49620000"	0	4.16881852973135	1.4306049312952	2.71502193126841	1.34023105583403	26.909325998748	0	14.5954197091731	0	37.3568454551454	17.6319225958598	16.1728759494006	18.7884743693775	12.7807559305903	24.5118677812549	7.23198184868982	0	27.0647579174922	0	0	0	0	0	1.42886189578253	0	0	4.45254048231254	1.4963115919259	0	0	0	0.00178897828789266	0.00178897828786995	-4.38000964825316	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"9:93820001-93830000"	12.9517982996304	0	1.4306049312952	0	50.258664593776	6.72733149968701	42.0115781011897	21.8931295637597	0	45.6583666674	0	0	59.2559576264983	56.0933176953684	25.2328050689389	24.1066061622994	20.8031038230904	5.69784377210363	0	0	0	0	0	0	0	0	1.48418016077085	7.48155795962951	0	5.09992501653104	0	0.00266921178738623	0.00266921178737622	-4.25603746701505	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"7:13160001-13170000"	12.9517982996304	0	18.5978641068376	0	20.1034658375104	8.07279779962441	10.140725748563	39.4076332147674	25.2478823564101	1.38358686870909	0	1.40633703907831	1.44526725918289	1.42008399228781	8.65124745220763	15.6692940054946	0	19.9424532023627	0	0	0	0	0	2.85772379156506	0	0	2.9683603215417	0	0	1.45712143329458	0	0.0042011981590938	0.00420119815909825	-4.19295233557003	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"11:18850001-18860000"	0	11.1168494126169	0.715302465647599	1.3575109656342	2.68046211166805	1.3454662999374	25.3518143714076	21.8931295637597	8.11539075741753	0	2.93865376597663	5.62534815631324	31.073246072432	12.7807559305903	0	18.0799546217246	4.4578079620908	0	0	0	0	0	0	0	0	0	2.9683603215417	2.99262318385181	0	0	0	0.00850921777871134	0.00850921777874203	-4.15984542980595	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"11:32460001-32470000"	20.8667861494045	0	0	38.0103070377577	6.70115527917013	2.6909325998748	30.4221772456891	52.5435109530233	7.21368067326003	6.2261409091909	0	5.62534815631324	10.1168708142802	29.1117218419001	15.8606203290473	21.6959455460695	0	0	0	0	0	0	1.38142678593445	0	0	1.35799008775875	2.9683603215417	5.98524636770361	0	0	0	0.0057978851325723	0.00579788513258972	-3.93180336753385	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"10:14300001-14310000"	0	0	0	0	12.7321950304232	9.41826409956182	0	15.3251906946318	49.5940546286627	26.2881505054727	0	16.8760444689397	28.9053451836577	31.9518898264757	0	48.2132123245988	14.859359873636	0	0	5.4888812761155	0	0	0	3.57215473945632	0	0	0	0.748155795962951	0	0	2.9060189828425	0.00869056664196408	0.00869056664199575	-3.85164546726412	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"1:76030001-76040000"	1.43908869995893	0	14.306049312952	0	17.4230037258423	15.4728624492801	37.6655527803769	15.3251906946318	10.82052100989	1.38358686870909	5.14264409045911	9.84435927354816	46.2485522938523	0	0	16.8746243136096	14.1163918799542	4.27338282907772	0	0	2.08772015530968	0	1.38142678593445	0	1.44042447580793	0	0	4.48893477577771	0	0	1.45300949142125	0.00540553763429278	0.00540553763430718	-3.80724074015952	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
"11:114890001-114900000"	5.75635479983571	58.3634594162389	26.4661912289612	51.5854166940997	5.3609242233361	12.7819298494053	2.89735021387515	43.0564881420607	0	9.68510808096363	0	11.9538648321656	5.78106903673154	28.4016798457562	43.2562372610381	133.791664200762	73.5538313744982	79.7698128094508	0	0	1.39181343687312	0	1.38142678593445	11.4308951662602	0	2.7159801755175	8.90508096462509	5.98524636770361	0	0	0	0.00512134688209485	0.00512134688210697	-3.7496634718266	-Inf	"downsig"	"downsig"	"downsig"	"downsig"
